"RefSeq.Locus.Tag"	"Mccann 2011"	"CF fraction of Souza 2011"	"membrane of Souza 2011"	"Malen 2011"	"Malen 2010 TritonX"	"Malen 2007"	"Braunstein 2000"	"Chitale 2001"	"Wolfe 2010"	"Gu 2003"	"Sulzenbacher 2006"	"Mawuenyega 2005 Membrane"	"Mawuenyega 2005 Cell Wall"	"Rosenkrands 2000"	"Gomez 2000"	"McDonough 2008"	"Xiong 2005"	"Count of num of times identified as exported"	"Signal P predicts sp"	"TatP predicts Tat sp"	"TMHMM predicts transmembrane domain"	"num of times predicted to have an export signal"	"Macaque Deadman Dutta 2010"	"Macrophage TRASH Jyothi 2005"	"Macrophage TRASH BCG Cole 2005"	"Macrophage enriched in acidified phagosomes TRASH BCG Cole 2005"	"Mouse TRASH Sassetti"	"Mouse Deadman Lamichhane 2005"	"Cholesterol in vitro TRASH Griffin 2011"	"in vitro essential Sassetti 2003"	"in vitro essential Griffin 2011"	"BALB div c in vivo expressed Talaat 2004"	"SCID in vivo expressed Talaat 2004"	"only 7H9 expressed Talaat 2004"	"in vivo only expressed Talaat 2004"	"Sasky serine hydrolase"	"Identified in Bell 2012 (high density mspec-any fractions)"
"Rv0340"		"Y"				"Y"												2				0								"non-essential"	"non-essential"						"Y"
"Rv0341"																		0				0								"non-essential"	"non-essential"						"Y"
"Rv0342"										"Y"								1			"Y"	1								"non-essential"	"non-essential"						
"Rv0343"												"Y"						1				0								"no-data"	"non-essential"						
"Rv0344c"																		0	"Y"			1								"non-essential"	"non-essential"						
"Rv0345"																		0				0								"non-essential"	"non-essential"						
"Rv0346c"	"Y"		"Y"	"Y"														3			"Y"	1			"Y"					"non-essential"	"non-essential"						
"Rv0347"																		0		"Y"	"Y"	2								"essential"	"essential"						
"Rv0348"																		0				0								"non-essential"	"essential"						
"Rv0349"																		0				0								"non-essential"	"non-essential"						
"Rv0350"		"Y"	"Y"			"Y"			"Y"									4				0								"essential"	"essential"						"Y"
"Rv0351"			"Y"						"Y"									2				0								"essential"	"essential"						"Y"
"Rv0352"			"Y"						"Y"									2				0								"essential"	"essential"						"Y"
"Rv0353"																		0				0								"non-essential"	"non-essential"						
"Rv0354c"																		0				0								"non-essential"	"non-essential"						
"Rv0355c"																		0				0								"no-data"	"non-essential"						
"Rv0356c"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv0357c"		"Y"	"Y"															2				0								"essential"	"essential"						"Y"
"Rv0358"			"Y"															1				0								"no-data"	"essential"						
"Rv0359"			"Y"	"Y"														2			"Y"	1								"non-essential"	"non-essential"						
"Rv0360c"			"Y"															1				0								"non-essential"	"non-essential"						"Y"
"Rv0361"	"Y"		"Y"	"Y"					"Y"									4			"Y"	1								"non-essential"	"non-essential"						"Y"
"Rv0362"																		0			"Y"	1							"Y"	"non-essential"	"non-essential"						
"Rv0363c"		"Y"	"Y"			"Y"			"Y"									4				0								"no-data"	"essential"						"Y"
"Rv0364"			"Y"	"Y"														2			"Y"	1								"no-data"	"essential"						
"Rv0365c"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv0366c"																		0	"Y"			1			"Y"					"non-essential"	"non-essential"						
"Rv0367c"																		0				0								"non-essential"	"non-essential"						
"Rv0368c"																		0				0								"non-essential"	"non-essential"						
"Rv0369c"																		0			"Y"	1								"non-essential"	"non-essential"						
"Rv0370c"																		0				0								"no-data"	"essential"						
"Rv0371c"																		0				0								"non-essential"	"non-essential"						
"Rv0372c"																		0				0		"Y"	"Y"					"essential"	"non-essential"						
"Rv0373c"																		0				0								"non-essential"	"essential"						
"Rv0374c"																		0				0								"growth-defect"	"non-essential"						
"Rv0375c"																		0				0								"non-essential"	"non-essential"						
"Rv0376c"																		0				0								"non-essential"	"non-essential"						
"Rv0377"																		0				0								"non-essential"	"non-essential"						
"Rv0378"																		0				0								"no-data"	"non-essential"						
"Rv0379"			"Y"						"Y"									2				0								"non-essential"	"non-essential"						"Y"
"Rv0380c"																		0				0								"non-essential"	"non-essential"						
"Rv0381c"																		0				0	"Y"							"non-essential"	"non-essential"						
"Rv0382c"			"Y"							"Y"								2				0								"non-essential"	"essential"						
"Rv0383c"			"Y"	"Y"														2			"Y"	1								"essential"	"essential"						"Y"
"Rv0384c"			"Y"						"Y"									2				0								"essential"	"essential"						"Y"
"Rv0385"																		0				0								"non-essential"	"non-essential"						
"Rv0386"									"Y"									1				0								"non-essential"	"non-essential"						
"Rv0387c"																		0				0								"non-essential"	"non-essential"						
"Rv0388c"																		0				0								"non-essential"	"non-essential"						
"Rv0389"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv0390"			"Y"															1				0								"non-essential"	"non-essential"						"Y"
"Rv0391"		"Y"	"Y"															2				0							"Y"	"non-essential"	"non-essential"						"Y"
"Rv0392c"			"Y"	"Y"														2			"Y"	1			"Y"					"non-essential"	"non-essential"						"Y"
"Rv0393"																		0				0	"Y"							"non-essential"	"non-essential"						
"Rv0394c"																		0			"Y"	1								"non-essential"	"non-essential"						"Y"
"Rv0395"																		0				0								"non-essential"	"non-essential"						
"Rv0396"																		0				0								"non-essential"	"non-essential"						
"Rv0397"																		0				0								"non-essential"	"non-essential"						
"Rv0398c"		"Y"				"Y"												2	"Y"		"Y"	2								"no-data"	"non-essential"						"Y"
"Rv0399c"			"Y"															1	"Y"			1								"essential"	"non-essential"						
"Rv0400c"			"Y"															1				0								"essential"	"non-essential"						"Y"
"Rv0401"																		0	"Y"		"Y"	2				"Y"				"non-essential"	"non-essential"						
"Rv0402c"	"Y"		"Y"	"Y"		"Y"			"Y"									5			"Y"	1								"non-essential"	"non-essential"						
"Rv0403c"		"Y"																1	"Y"		"Y"	2								"non-essential"	"non-essential"						
"Rv0404"																		0				0	"Y"							"essential"	"essential"						
"Rv0405"																		0				0								"non-essential"	"essential"					"Y"	
"Rv0406c"			"Y"															1				0								"non-essential"	"non-essential"						"Y"
"Rv0407"			"Y"						"Y"	"Y"								3				0								"non-essential"	"non-essential"						"Y"
"Rv0408"		"Y"				"Y"			"Y"									3				0								"no-data"	"non-essential"						
"Rv0409"																		0				0								"non-essential"	"non-essential"						
"Rv0410c"			"Y"															1				0								"essential"	"essential"						"Y"
"Rv0411c"		"Y"	"Y"			"Y"												3	"Y"			1								"essential"	"essential"						"Y"
"Rv0412c"	"Y"		"Y"	"Y"														3			"Y"	1								"essential"	"essential"						
"Rv0413"																		0				0				"Y"				"non-essential"	"non-essential"						
"Rv0414c"			"Y"															1				0					"Y"			"no-data"	"essential"						
"Rv0415"			"Y"															1				0								"essential"	"essential"						
"Rv0416"																		0				0								"essential"	"non-essential"						
"Rv0417"			"Y"															1				0								"essential"	"essential"						
"Rv0418"	"Y"		"Y"	"Y"														3	"Y"		"Y"	2								"non-essential"	"non-essential"						"Y"
"Rv0419"			"Y"	"Y"														2	"Y"		"Y"	2								"non-essential"	"non-essential"						
"Rv0420c"				"Y"														1			"Y"	1								"non-essential"	"non-essential"						
"Rv0421c"																		0				0								"non-essential"	"non-essential"					"Y"	
"Rv0422c"																		0				0								"essential"	"essential"						
"Rv0423c"		"Y"	"Y"															2				0								"essential"	"essential"						
"Rv0424c"																		0				0								"non-essential"	"non-essential"						
"Rv0425c"																		0	"Y"		"Y"	2								"essential"	"non-essential"						
"Rv0426c"			"Y"	"Y"														2	"Y"		"Y"	2		"Y"						"no-data"	"non-essential"						"Y"
"Rv0427c"																		0				0					"Y"			"no-data"	"non-essential"						
"Rv0428c"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv0429c"																		0				0				"Y"				"essential"	"essential"						
"Rv0430"																		0				0								"essential"	"non-essential"						
"Rv0431"		"Y"	"Y"	"Y"					"Y"									4			"Y"	1								"non-essential"	"essential"						"Y"
"Rv0432"	"Y"		"Y"						"Y"									3	"Y"			1								"non-essential"	"non-essential"						"Y"
"Rv0433"																		0				0								"non-essential"	"non-essential"						
"Rv0434"																		0				0								"non-essential"	"non-essential"						
"Rv0435c"																		0				0								"non-essential"	"non-essential"						"Y"
"Rv0436c"						"Y"												1			"Y"	1								"no-data"	"essential"						
"Rv0437c"			"Y"															1				0								"non-essential"	"non-essential"						"Y"
"Rv0438c"																		0				0								"non-essential"	"non-essential"						
"Rv0439c"			"Y"															1				0								"non-essential"	"non-essential"						"Y"
"Rv0440"		"Y"	"Y"						"Y"					"Y"				4				0								"essential"	"essential"						"Y"
"Rv0441c"																		0				0								"non-essential"	"non-essential"						
"Rv0442c"																		0				0				"Y"				"non-essential"	"non-essential"						
"Rv0443"			"Y"															1				0								"non-essential"	"non-essential"						"Y"
"Rv0444c"			"Y"						"Y"									2				0								"non-essential"	"non-essential"						"Y"
"Rv0445c"		"Y"	"Y"						"Y"	"Y"		"Y"						5				0								"non-essential"	"non-essential"						
"Rv0446c"						"Y"												1			"Y"	1								"non-essential"	"non-essential"						
"Rv0447c"																		0				0								"non-essential"	"non-essential"						
"Rv0448c"																		0				0								"non-essential"	"non-essential"						
"Rv0449c"																		0				0								"no-data"	"non-essential"						
"Rv0450c"	"Y"		"Y"	"Y"			"Y"		"Y"			"Y"						6			"Y"	1							"Y"	"essential"	"essential"						"Y"
"Rv0451c"																		0			"Y"	1								"non-essential"	"non-essential"						
"Rv0452"																		0				0								"non-essential"	"non-essential"						
"Rv0453"	"Y"					"Y"												2				0								"non-essential"	"non-essential"						
"Rv0454"																		0				0								"non-essential"	"non-essential"						
"Rv0455c"		"Y"		"Y"		"Y"	"Y"											4	"Y"		"Y"	2								"non-essential"	"essential"						"Y"
"Rv0456A"																		0				0								"no-data"	"non-essential"						
"Rv0456c"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv0457c"		"Y"																1				0								"non-essential"	"non-essential"					"Y"	"Y"
"Rv0458"		"Y"	"Y"															2				0								"non-essential"	"non-essential"						"Y"
"Rv0459"																		0				0								"non-essential"	"non-essential"						
"Rv0460"																		0			"Y"	1								"no-data"	"non-essential"						
"Rv0461"			"Y"	"Y"														2			"Y"	1								"non-essential"	"non-essential"						
"Rv0462"		"Y"	"Y"			"Y"								"Y"				4				0								"essential"	"essential"						"Y"
"Rv0463"																		0			"Y"	1				"Y"				"non-essential"	"non-essential"						
"Rv0464c"			"Y"										"Y"					2				0		"Y"						"non-essential"	"non-essential"						"Y"
"Rv0465c"																		0				0								"no-data"	"non-essential"						
"Rv0466"																		0				0	"Y"							"non-essential"	"non-essential"						"Y"
"Rv0467"		"Y"																1				0			"Y"					"no-data"	"essential"						"Y"
"Rv0468"		"Y"	"Y"						"Y"									3				0								"non-essential"	"non-essential"						"Y"
"Rv0469"																		0				0								"non-essential"	"non-essential"						"Y"
"Rv0470A"																		0			"Y"	1								"no-data"	"non-essential"						
"Rv0470c"																		0				0					"Y"			"non-essential"	"non-essential"						"Y"
"Rv0471c"																		0				0								"non-essential"	"non-essential"						
"Rv0472c"						"Y"												1				0						"Y"		"non-essential"	"non-essential"						
"Rv0473"																		0			"Y"	1								"non-essential"	"non-essential"						
"Rv0474"			"Y"						"Y"									2				0								"non-essential"	"non-essential"						
"Rv0475"			"Y"						"Y"									2				0								"non-essential"	"non-essential"						"Y"
"Rv0476"			"Y"	"Y"														2	"Y"		"Y"	2								"non-essential"	"non-essential"						
"Rv0477"		"Y"				"Y"												2	"Y"			1								"non-essential"	"non-essential"						"Y"
"Rv0478"																		0				0								"non-essential"	"non-essential"						
"Rv0479c"			"Y"	"Y"														2			"Y"	1								"essential"	"essential"						"Y"
"Rv0480c"			"Y"						"Y"									2				0								"non-essential"	"non-essential"						
"Rv0481c"										"Y"								1				0			"Y"					"non-essential"	"non-essential"						
"Rv0482"																		0				0								"non-essential"	"essential"						
"Rv0483"	"Y"	"Y"														"Y"		3				0								"non-essential"	"non-essential"						"Y"
"Rv0484c"			"Y"															1				0								"non-essential"	"non-essential"						"Y"
"Rv0485"																		0				0						"Y"	"Y"	"non-essential"	"non-essential"						
"Rv0486"																		0				0								"no-data"	"essential"						
"Rv0487"																		0				0								"non-essential"	"non-essential"						
"Rv0488"																		0			"Y"	1								"no-data"	"non-essential"						
"Rv0489"		"Y"	"Y"															2				0								"no-data"	"essential"						"Y"
"Rv0490"						"Y"												1			"Y"	1					"Y"			"non-essential"	"non-essential"						
"Rv0491"																		0				0	"Y"							"non-essential"	"non-essential"						
"Rv0492A"																		0			"Y"	1								"no-data"	"non-essential"						
"Rv0492c"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv0493c"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv0494"																		0				0								"non-essential"	"non-essential"						
"Rv0495c"																		0				0							"Y"	"non-essential"	"non-essential"						
"Rv0496"																		0				0								"non-essential"	"non-essential"						"Y"
"Rv0497"			"Y"	"Y"					"Y"									3			"Y"	1			"Y"					"non-essential"	"essential"						
"Rv0498"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv0499"																		0				0								"non-essential"	"non-essential"						
"Rv0500"		"Y"	"Y"															2				0								"essential"	"essential"						"Y"
"Rv0500A"			"Y"															1				0								"no-data"	"non-essential"						
"Rv0500B"																		0				0								"no-data"	"non-essential"						
"Rv0501"						"Y"												1				0								"non-essential"	"non-essential"						
"Rv0502"																		0				0	"Y"							"non-essential"	"non-essential"						
"Rv0503c"		"Y"																1				0		"Y"						"non-essential"	"non-essential"						"Y"
"Rv0504c"			"Y"						"Y"									2				0								"non-essential"	"essential"						"Y"
"Rv0505c"										"Y"								1			"Y"	1								"non-essential"	"essential"						"Y"
"Rv0506"	"Y"	"Y"	"Y"	"Y"		"Y"												5	"Y"		"Y"	2								"non-essential"	"non-essential"						
"Rv0507"		"Y"							"Y"									2			"Y"	1								"non-essential"	"essential"						
"Rv0508"																		0				0								"non-essential"	"non-essential"						
"Rv0509"																		0				0								"essential"	"essential"						
"Rv0510"		"Y"																1				0								"essential"	"essential"						"Y"
"Rv0511"			"Y"															1				0								"essential"	"essential"						"Y"
"Rv0512"		"Y"	"Y"						"Y"									3	"Y"			1								"no-data"	"essential"						"Y"
"Rv0513"			"Y"	"Y"														2			"Y"	1								"non-essential"	"non-essential"						
"Rv0514"			"Y"	"Y"														2			"Y"	1								"non-essential"	"non-essential"						
"Rv0515"																		0				0								"non-essential"	"non-essential"						
"Rv0516c"																		0				0								"non-essential"	"non-essential"						
"Rv0517"	"Y"																	1			"Y"	1								"non-essential"	"non-essential"						
"Rv0518"		"Y"	"Y"															2				0								"non-essential"	"non-essential"						"Y"
"Rv0519c"		"Y"														"Y"		2		"Y"	"Y"	2								"non-essential"	"non-essential"					"Y"	
"Rv0520"																		0				0				"Y"				"non-essential"	"non-essential"						
"Rv0521"																		0				0								"no-data"	"non-essential"						
"Rv0522"				"Y"														1			"Y"	1								"no-data"	"non-essential"						
"Rv0523c"			"Y"															1				0								"non-essential"	"non-essential"						"Y"
"Rv0524"		"Y"	"Y"															2				0								"essential"	"essential"						"Y"
"Rv0525"																		0				0								"essential"	"essential"						"Y"
"Rv0526"		"Y"	"Y"			"Y"												3	"Y"	"Y"		2								"essential"	"essential"						"Y"
