Genome	Accession	Locus Tag	RefSeq Locus Tag	Annotation	Feature Type	Start	End	Length	Strand	Protein ID	AA Length	Gene Symbol	Product	Pseudo Gene	Bound Moiety	AntiCodon	
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0211		RefSeq	CDS	251782	253602	1821	+		606	pckA	phosphoenolpyruvate carboxykinase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0211		RefSeq	misc_feature	252586	252612	27	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0214		RefSeq	CDS	256064	257677	1614	+		537	fadD4	acyl-CoA synthetase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0214		RefSeq	misc_feature	256628	256663	36	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0216		RefSeq	CDS	258913	259926	1014	+		337		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0218		RefSeq	CDS	260924	262252	1329	+		442		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0219		RefSeq	CDS	262254	262802	549	+		182		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0220		RefSeq	CDS	262812	264023	1212	+		403	lipC	esterase LipC				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0220		RefSeq	misc_feature	263481	263528	48	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0221		RefSeq	CDS	264067	265476	1410	+		469		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0222		RefSeq	CDS	265507	266295	789	+		262	echA1	enoyl-CoA hydratase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0225		RefSeq	CDS	268663	269817	1155	+		384		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0228		RefSeq	CDS	273055	274278	1224	+		407		integral membrane acyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0231		RefSeq	CDS	276058	277764	1707	+		568	fadE4	acyl-CoA dehydrogenase FADE4				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0232		RefSeq	CDS	277899	278588	690	+		229		TetR/ACRR family transcriptional regulator				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0232		RefSeq	misc_feature	277983	278075	93	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0233		RefSeq	CDS	278585	279529	945	+		314	nrdB	ribonucleotide-diphosphate reductase subunit beta				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0237		RefSeq	CDS	287186	288352	1167	+		388	lpqI	lipoprotein LpqI				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0237		RefSeq	misc_feature	287213	287245	33	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0238		RefSeq	CDS	288428	289042	615	+		204		TetR family transcriptional regulator				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0239		RefSeq	CDS	289104	289337	234	+		77		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0240		RefSeq	CDS	289345	289782	438	+		145		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0243		RefSeq	misc_feature	293434	293475	42	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0243		RefSeq	CDS	292171	293493	1323	+		440	fadA2	acetyl-CoA acetyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0245		RefSeq	CDS	296005	296493	489	+		162		oxidoreductase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0246		RefSeq	CDS	296809	298119	1311	+		436		integral membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0252		RefSeq	misc_feature	304939	304989	51	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0252		RefSeq	CDS	302866	305427	2562	+		853	nirB	nitrite reductase large subunit				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0253		RefSeq	CDS	305453	305809	357	+		118	nirD	nitrite reductase [NAD(P)H] small subunit NirD				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0257		RefSeq	CDS	309699	310073	375	+		124		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0267		RefSeq	CDS	321331	322722	1392	+		463	narU	integral membrane nitrite extrusion protein NarU				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0270		RefSeq	misc_feature	325236	325271	36	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0270		RefSeq	CDS	324567	326249	1683	+		560	fadD2	acyl-CoA synthetase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0274		RefSeq	CDS	330422	331003	582	+		193		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0274		RefSeq	misc_feature	330842	330907	66	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0276		RefSeq	CDS	331748	332668	921	+		306		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0280		RefSeq	CDS	339364	340974	1611	+		536	PPE3	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0281		RefSeq	CDS	340998	341906	909	+		302		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0282		RefSeq	misc_feature	343282	343305	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0282		RefSeq	CDS	342130	344025	1896	+		631		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0283		RefSeq	CDS	344022	345638	1617	+		538		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0283		RefSeq	misc_feature	344931	344954	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0284		RefSeq	CDS	345635	349627	3993	+		1330		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0284		RefSeq	misc_feature	348119	348142	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0284		RefSeq	misc_feature	348953	348976	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0284		RefSeq	misc_feature	347069	347092	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0285		RefSeq	CDS	349624	349932	309	+		102	PE5	PE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0286		RefSeq	CDS	349935	351476	1542	+		513	PPE4	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0287		RefSeq	CDS	351525	351818	294	+		97	esxG	hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0288		RefSeq	CDS	351848	352138	291	+		96	esxH	low molecular weight protein antigen 7 ESXH (10 kDa antigen) (CFP-7) (protein TB10.4)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0289		RefSeq	CDS	352149	353036	888	+		295		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0290		RefSeq	CDS	353083	354501	1419	+		472		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0291		RefSeq	CDS	354498	355883	1386	+		461	mycP3	membrane-anchored mycosin				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0291		RefSeq	misc_feature	354873	354905	33	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0292		RefSeq	CDS	355880	356875	996	+		331		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0294		RefSeq	CDS	358171	358956	786	+		261	tam	trans-aconitate methyltransferase tam				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0297		RefSeq	CDS	361334	363109	1776	+		591	PE_PGRS5	PE-PGRS family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0298		RefSeq	CDS	363252	363479	228	+		75		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0299		RefSeq	CDS	363476	363778	303	+		100		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rvnr03		RefSeq	rRNA	1476899	1477013	115	+			rrf	ribosomal RNA 5S				
Mycobacterium tuberculosis H37Rv	NC_000962	Rvnt03		RefSeq	tRNA	25644	25726	83	+				tRNA-Leu				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0300		RefSeq	CDS	363826	364047	222	+		73		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0301		RefSeq	CDS	364044	364469	426	+		141		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0302		RefSeq	CDS	364605	365237	633	+		210		TetR/ACRR family transcriptional regulator				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0303		RefSeq	CDS	365234	366142	909	+		302		dehydrogenase/reductase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0306		RefSeq	CDS	375914	376585	672	+		223		putative oxidoreductase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0308		RefSeq	CDS	377113	377829	717	+		238		integral membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0311		RefSeq	CDS	379172	380401	1230	+		409		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0311		RefSeq	misc_feature	380132	380149	18	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0312		RefSeq	CDS	380556	382418	1863	+		620		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0313		RefSeq	CDS	382490	382876	387	+		128		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0315		RefSeq	CDS	383602	384486	885	+		294		beta-1,3-glucanase precursor				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0315		RefSeq	misc_feature	384112	384147	36	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0316		RefSeq	CDS	384535	385149	615	+		204		muconolactone isomerase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0319		RefSeq	CDS	387148	387816	669	+		222	pcp	pyrrolidone-carboxylate peptidase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0320		RefSeq	CDS	387888	388550	663	+		220		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0321		RefSeq	misc_feature	388864	388887	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0321		RefSeq	CDS	388582	389154	573	+		190	dcd	deoxycytidine triphosphate deaminase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0322		RefSeq	CDS	389260	390591	1332	+		443	udgA	UDP-glucose 6-dehydrogenase UdgA				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0322		RefSeq	misc_feature	389599	389622	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0324		RefSeq	CDS	391352	392032	681	+		226		ArsR family transcriptional regulator				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0325		RefSeq	CDS	392039	392263	225	+		74		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0326		RefSeq	CDS	392273	392728	456	+		151		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0328		RefSeq	CDS	394111	394713	603	+		200		TetR/AcrR family transcriptional regulator				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0331		RefSeq	CDS	396201	397367	1167	+		388		dehydrogenase/reductase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0332		RefSeq	CDS	397442	398227	786	+		261		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0333		RefSeq	CDS	398254	398628	375	+		124		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0334		RefSeq	CDS	398658	399524	867	+		288	rmlA	alpha-D-glucose-1-phosphate thymidylyltransferase RmlA				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0336		RefSeq	CDS	400192	401703	1512	+		503		13E12 repeat family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0340		RefSeq	CDS	408634	409173	540	+		179		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0341		RefSeq	CDS	409362	410801	1440	+		479	iniB	isoniazid inductible gene protein INIB				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0342		RefSeq	CDS	410838	412760	1923	+		640	iniA	isoniazid inductible gene protein INIA				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0343		RefSeq	misc_feature	412907	412930	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0343		RefSeq	CDS	412757	414238	1482	+		493	iniC	isoniazid inductible gene protein INIC				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0345		RefSeq	CDS	415050	415460	411	+		136		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0347		RefSeq	CDS	417304	418290	987	+		328		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0348		RefSeq	CDS	418293	418946	654	+		217		transcriptional regulatory protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0349		RefSeq	CDS	418949	419608	660	+		219		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0350		RefSeq	CDS	419835	421712	1878	+		625	dnaK	molecular chaperone DnaK				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0351		RefSeq	misc_feature	422132	422266	135	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0351		RefSeq	CDS	421709	422416	708	+		235	grpE	GRPE protein (HSP-70 cofactor)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0352		RefSeq	misc_feature	422605	422664	60	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0352		RefSeq	CDS	422452	423639	1188	+		395	dnaJ1	chaperone protein DnaJ1				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0352		RefSeq	misc_feature	422980	423054	75	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0353		RefSeq	CDS	423639	424019	381	+		126	hspR	HEAT shock protein transcriptional repressor HspR				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0358		RefSeq	CDS	436860	437507	648	+		215		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0359		RefSeq	CDS	437518	438297	780	+		259		integral membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0359		RefSeq	misc_feature	437686	437715	30	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0361		RefSeq	CDS	438822	439649	828	+		275		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0362		RefSeq	CDS	439871	441253	1383	+		460	mgtE	Mg2+ transport transmembrane protein MgtE				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0364		RefSeq	CDS	442395	443078	684	+		227		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0377		RefSeq	CDS	454421	455386	966	+		321		LysR family transcriptional regulator				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0377		RefSeq	misc_feature	454469	454561	93	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0378		RefSeq	CDS	455637	455858	222	+		73		glycine rich protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0379		RefSeq	CDS	455977	456192	216	+		71	secE2	protein transport protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0385		RefSeq	CDS	462135	463307	1173	+		390		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0386		RefSeq	misc_feature	466531	466614	84	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0386		RefSeq	misc_feature	464071	464094	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0386		RefSeq	CDS	463411	466668	3258	+		1085		LuxR/UHPA family transcriptional regulator				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0389		RefSeq	CDS	468335	469594	1260	+		419	purT	phosphoribosylglycinamide formyltransferase 2				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0390		RefSeq	CDS	469591	470013	423	+		140		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0391		RefSeq	CDS	470010	471230	1221	+		406	metZ	O-succinylhomoserine sulfhydrylase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0393		RefSeq	CDS	472781	474106	1326	+		441		13E12 repeat family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0395		RefSeq	CDS	474940	475344	405	+		134		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0396		RefSeq	CDS	475350	475742	393	+		130		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0397		RefSeq	CDS	475816	476184	369	+		122		13E12 repeat family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rvnt04		RefSeq	tRNA	386204	386274	71	-				tRNA-Gly				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0401		RefSeq	CDS	479789	480160	372	+		123		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0404		RefSeq	CDS	483977	485734	1758	+		585	fadD30	acyl-CoA synthetase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0405		RefSeq	misc_feature	486811	486834	24	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0405		RefSeq	CDS	485731	489939	4209	+		1402	pks6	membrane bound polyketide synthase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0405		RefSeq	misc_feature	486505	486555	51	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0405		RefSeq	misc_feature	488869	488916	48	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0407		RefSeq	CDS	490783	491793	1011	+		336	fgd1	F420-dependent glucose-6-phosphate dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0408		RefSeq	CDS	491786	493858	2073	+		690	pta	phosphate acetyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0409		RefSeq	CDS	493851	495008	1158	+		385	ackA	acetate kinase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0409		RefSeq	misc_feature	493863	493898	36	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0409		RefSeq	misc_feature	494748	494777	30	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0413		RefSeq	CDS	499713	500366	654	+		217	mutT3	7,8-dihydro-8-oxoguanine-triphosphatase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0415		RefSeq	CDS	501148	502170	1023	+		340	thiO	thiamine biosynthesis oxidoreductase ThiO				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0416		RefSeq	CDS	502167	502373	207	+		68	thiS	sulfur carrier protein ThiS				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0417		RefSeq	CDS	502366	503124	759	+		252	thiG	thiazole synthase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0418		RefSeq	CDS	503496	504998	1503	+		500	lpqL	lipoprotein aminopeptidase LpqL				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0418		RefSeq	misc_feature	503538	503570	33	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0419		RefSeq	misc_feature	505614	505643	30	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0419		RefSeq	CDS	505086	506582	1497	+		498	lpqM	lipoprotein peptidase LpqM				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0419		RefSeq	misc_feature	505170	505202	33	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0430		RefSeq	CDS	518733	519041	309	+		102		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0431		RefSeq	CDS	519073	519567	495	+		164		putative tuberculin related peptide				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0432		RefSeq	CDS	519600	520322	723	+		240	sodC	periplasmic superoxide dismutase [Cu-Zn] SodC				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0432		RefSeq	misc_feature	519666	519698	33	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0433		RefSeq	CDS	520324	521454	1131	+		376		carboxylate-amine ligase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0434		RefSeq	CDS	521514	522167	654	+		217		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0440		RefSeq	misc_feature	529814	529849	36	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0440		RefSeq	CDS	528608	530230	1623	+		540	groEL	chaperonin GroEL				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0443		RefSeq	CDS	532396	532911	516	+		171		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0452		RefSeq	CDS	542142	542852	711	+		236		transcriptional regulatory protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0453		RefSeq	CDS	543174	544730	1557	+		518	PPE11	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0454		RefSeq	CDS	544835	545185	351	+		116		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0458		RefSeq	CDS	549675	551198	1524	+		507		aldehyde dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0459		RefSeq	CDS	551198	551689	492	+		163		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0460		RefSeq	CDS	551749	551988	240	+		79		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0461		RefSeq	CDS	552026	552550	525	+		174		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0462		RefSeq	CDS	552614	554008	1395	+		464	lpd	dihydrolipoamide dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0463		RefSeq	CDS	554016	554309	294	+		97		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0466		RefSeq	CDS	556458	557252	795	+		264		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0467		RefSeq	CDS	557527	558813	1287	+		428	icl	isocitrate lyase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0468		RefSeq	CDS	558895	559755	861	+		286	fadB2	3-hydroxybutyryl-CoA dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0469		RefSeq	CDS	559888	560748	861	+		286	umaA	mycolic acid synthase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0473		RefSeq	CDS	563564	564934	1371	+		456		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0474		RefSeq	CDS	565021	565443	423	+		140		transcriptional regulatory protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0475		RefSeq	CDS	565797	566396	600	+		199	hbhA	iron-regulated heparin binding hemagglutinin hbhA (adhesin)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0476		RefSeq	CDS	566508	566771	264	+		87		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0476		RefSeq	misc_feature	566676	566726	51	+								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0477		RefSeq	CDS	566776	567222	447	+		148		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0478		RefSeq	CDS	567222	567896	675	+		224	deoC	deoxyribose-phosphate aldolase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0482		RefSeq	CDS	570539	571648	1110	+		369	murB	UDP-N-acetylenolpyruvoylglucosamine reductase				
